index	name	height	weight	description	image
818	Inteleon	6' 03"	99.6	It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/818.png
819	Skwovet	1' 00"	5.5	Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/819.png
820	Greedent	2' 00"	13.2	It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/820.png
821	Rookidee	0' 08"	4.0	It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/821.png
822	Corvisquire	2' 07"	35.3	Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/822.png
823	Corviknight	7' 03"	165.3	This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/823.png
824	Blipbug	1' 04"	17.6	A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/824.png
825	Dottler	1' 04"	43.0	It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/825.png
826	Orbeetle	1' 04"	89.9	It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/826.png
827	Nickit	2' 00"	19.6	Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/827.png
828	Thievul	3' 11"	43.9	It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/828.png
829	Gossifleur	1' 04"	4.9	It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/829.png
830	Eldegoss	1' 08"	5.5	The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/830.png
831	Wooloo	2' 00"	13.2	Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/831.png
832	Dubwool	4' 03"	94.8	Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/832.png
833	Chewtle	1' 00"	18.7	Apparently the itch of its teething impels it to snap its jaws at anything in front of it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/833.png
834	Drednaw	3' 03"	254.6	With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/834.png
835	Yamper	1' 00"	29.8	This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/835.png
836	Boltund	3' 03"	75.0	This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/836.png
837	Rolycoly	1' 00"	26.5	Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/837.png
838	Carkol	3' 07"	172.0	It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/838.png
839	Coalossal	9' 02"	684.5	It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/839.png
840	Applin	0' 08"	1.1	It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/840.png
841	Flapple	1' 00"	2.2	It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/841.png
842	Appletun	1' 04"	28.7	Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/842.png
843	Silicobra	7' 03"	16.8	As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/843.png
844	Sandaconda	12' 06"	144.4	When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/844.png
845	Cramorant	2' 07"	39.7	It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/845.png
846	Arrokuda	1' 08"	2.2	If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/846.png
847	Barraskewda	4' 03"	66.1	This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/847.png
848	Toxel	1' 04"	24.3	It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/848.png
849	Toxtricity	5' 03"	88.2	Capable of generating 15,000 volts of electricity, this Pokémon looks down on all that would challenge it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/849.png
850	Sizzlipede	2' 04"	2.2	It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/850.png
851	Centiskorch	9' 10"	264.6	When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/851.png
852	Clobbopus	2' 00"	8.8	It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/852.png
853	Grapploct	5' 03"	86.0	A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/853.png
854	Sinistea	0' 04"	0.4	This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/854.png
855	Polteageist	0' 08"	0.9	This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/855.png
856	Hatenna	1' 04"	7.5	Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/856.png
857	Hattrem	2' 00"	10.6	No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/857.png
858	Hatterene	6' 11"	11.2	It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/858.png
859	Impidimp	1' 04"	12.1	Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/859.png
860	Morgrem	2' 07"	27.6	When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/860.png
861	Grimmsnarl	4' 11"	134.5	With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/861.png
862	Obstagoon	5' 03"	101.4	Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/862.png
